#class tools::histo::h1d
#title Edep
#dimension 1
#axis fixed 4000 0 4
#annotation axis_x.title 
#bin_number 4002
entries,Sw,Sw2,Sxw0,Sx2w0
96,96,96,84.0461,73.5806
97,97,97,85.0194,74.5186
99,99,99,86.8758,76.2364
85,85,85,74.6756,65.6052
97,97,97,85.3077,75.0249
110,110,110,96.8551,85.281
116,116,116,102.251,90.1318
92,92,92,81.1909,71.6517
103,103,103,90.9985,80.3954
98,98,98,86.677,76.6623
106,106,106,93.8663,83.1216
93,93,93,82.4445,73.087
101,101,101,89.6398,79.5574
89,89,89,79.0723,70.252
94,94,94,83.6138,74.3751
107,107,107,95.284,84.8508
89,89,89,79.3435,70.7347
101,101,101,90.1416,80.4506
88,88,88,78.627,70.2523
112,112,112,100.183,89.6128
101,101,101,90.4457,80.9944
105,105,105,94.1354,84.3951
90,90,90,80.7725,72.4911
100,100,100,89.851,80.7321
92,92,92,82.7543,74.4378
95,95,95,85.5469,77.0344
104,104,104,93.7576,84.524
92,92,92,83.027,74.9291
100,100,100,90.3503,81.6319
107,107,107,96.7793,87.5349
89,89,89,80.5848,72.9653
76,76,76,68.8922,62.4492
100,100,100,90.7473,82.3508
104,104,104,94.4832,85.8374
85,85,85,77.3055,70.3076
103,103,103,93.7781,85.3819
84,84,84,76.5638,69.7859
97,97,97,88.5078,80.7592
95,95,95,86.7834,79.2775
90,90,90,82.3066,75.2709
83,83,83,75.9896,69.5714
123,123,123,112.724,103.306
87,87,87,79.8232,73.2385
97,97,97,89.0913,81.8273
91,91,91,83.676,76.9414
118,118,118,108.619,99.9847
93,93,93,85.6986,78.9705
104,104,104,95.9431,88.5104
88,88,88,81.2676,75.0503
85,85,85,78.5837,72.6517
111,111,111,102.729,95.0735
90,90,90,83.3852,77.2566
94,94,94,87.1818,80.8582
100,100,100,92.8488,86.2089
87,87,87,80.8681,75.1684
82,82,82,76.3026,71.0012
82,82,82,76.3825,71.1499
102,102,102,95.1183,88.701
99,99,99,92.4116,86.2616
93,93,93,86.9082,81.2154
110,110,110,102.908,96.2737
96,96,96,89.904,84.1951
114,114,114,106.877,100.198
95,95,95,89.1561,83.6716
90,90,90,84.5543,79.4381
88,88,88,82.7593,77.8307
91,91,91,85.6769,80.6651
74,74,74,69.7421,65.7292
78,78,78,73.5932,69.4354
95,95,95,89.7294,84.7513
87,87,87,82.2601,77.7785
79,79,79,74.7732,70.7725
93,93,93,88.1168,83.4901
72,72,72,68.2918,64.7746
89,89,89,84.5032,80.2336
83,83,83,78.8933,74.9898
88,88,88,83.7341,79.675
84,84,84,80.014,76.2172
75,75,75,71.51,68.1825
72,72,72,68.7229,65.595
77,77,77,73.5712,70.295
89,89,89,85.1314,81.4311
64,64,64,61.2802,58.676
73,73,73,69.9719,67.0694
86,86,86,82.5175,79.1761
83,83,83,79.7216,76.5726
79,79,79,75.952,73.0217
95,95,95,91.4402,88.0138
87,87,87,83.8222,80.7605
101,101,101,97.4137,93.9548
77,77,77,74.3433,71.7782
95,95,95,91.8168,88.7403
80,80,80,77.4035,74.8913
91,91,91,88.1351,85.3604
93,93,93,90.1573,87.4016
75,75,75,72.7859,70.6372
100,100,100,97.1507,94.3825
76,76,76,73.9131,71.8834
85,85,85,82.7455,80.5508
107,107,107,104.266,101.601
97,97,97,94.6226,92.3034
77,77,77,75.1896,73.4218
95,95,95,92.8637,90.7755
85,85,85,83.1684,81.3762
87,87,87,85.2165,83.4697
86,86,86,84.3191,82.671
87,87,87,85.3895,83.8088
84,84,84,82.5352,81.096
74,74,74,72.7772,71.5746
87,87,87,85.6549,84.3305
75,75,75,73.9155,72.8468
79,79,79,77.9284,76.8713
90,90,90,88.8766,87.7673
83,83,83,82.0426,81.0963
69,69,69,68.2739,67.5555
85,85,85,84.1943,83.3962
75,75,75,74.3629,73.7313
72,72,72,71.4624,70.9289
88,88,88,87.4285,86.8607
87,87,87,86.5232,86.0489
93,93,93,92.5815,92.1649
87,87,87,86.6925,86.3862
78,78,78,77.8026,77.6057
77,77,77,76.8849,76.7701
91,91,91,90.951,90.9021
74,74,74,74.0343,74.0686
69,69,69,69.1072,69.2146
78,78,78,78.1924,78.3852
80,80,80,80.2874,80.5759
78,78,78,78.3456,78.6928
62,62,62,62.3413,62.6844
84,84,84,84.5447,85.0929
87,87,87,87.6542,88.3134
75,75,75,75.6387,76.2828
96,96,96,96.912,97.8326
82,82,82,82.8579,83.7247
80,80,80,80.92,81.8505
99,99,99,100.246,101.508
85,85,85,86.1453,87.3059
80,80,80,81.1596,82.3359
88,88,88,89.3623,90.7456
82,82,82,83.3556,84.7337
70,70,70,71.225,72.4715
74,74,74,75.368,76.7613
79,79,79,80.5424,82.115
72,72,72,73.4716,74.9732
76,76,76,77.6372,79.3096
68,68,68,69.5275,71.0893
71,71,71,72.6683,74.3758
86,86,86,88.1067,90.265
78,78,78,79.9855,82.0216
89,89,89,91.3559,93.7742
74,74,74,76.0322,78.1203
87,87,87,89.4818,92.0343
64,64,64,65.8853,67.8262
64,64,64,65.9512,67.962
68,68,68,70.142,72.3515
85,85,85,87.7613,90.6123
62,62,62,64.077,66.2235
75,75,75,77.5845,80.2581
88,88,88,91.1219,94.3546
71,71,71,73.5915,76.2777
103,103,103,106.857,110.859
68,68,68,70.6183,73.3375
72,72,72,74.8428,77.7978
59,59,59,61.3894,63.8756
67,67,67,69.7802,72.6757
69,69,69,71.9358,74.9964
84,84,84,87.6545,91.468
65,65,65,67.8918,70.9122
77,77,77,80.4986,84.1561
67,67,67,70.117,73.379
53,53,53,55.5222,58.1644
69,69,69,72.3466,75.8556
75,75,75,78.7146,82.6132
70,70,70,73.5385,77.2558
82,82,82,86.227,90.672
63,63,63,66.3062,69.786
75,75,75,79.0144,83.2437
72,72,72,75.921,80.0555
67,67,67,70.7198,74.6461
77,77,77,81.3543,85.9548
62,62,62,65.5659,69.3368
70,70,70,74.0966,78.4329
66,66,66,69.9272,74.0882
70,70,70,74.2388,78.7342
61,61,61,64.7536,68.7382
89,89,89,94.5641,100.476
73,73,73,77.6301,82.5539
66,66,66,70.2598,74.7946
58,58,58,61.7979,65.8444
72,72,72,76.7852,81.8885
66,66,66,70.4577,75.2166
74,74,74,79.0675,84.4819
74,74,74,79.1399,84.6368
78,78,78,83.5014,89.3909
62,62,62,66.4294,71.1753
60,60,60,64.3502,69.0158
75,75,75,80.511,86.4269
65,65,65,69.842,75.0446
70,70,70,75.284,80.9668
70,70,70,75.3555,81.1208
65,65,65,70.0362,75.4626
67,67,67,72.2559,77.9242
70,70,70,75.564,81.5702
65,65,65,70.2298,75.8803
74,74,74,80.0271,86.5451
73,73,73,79.023,85.543
44,44,44,47.674,51.6547
78,78,78,84.5912,91.7393
81,81,81,87.9197,95.4305
61,61,61,66.2801,72.0173
54,54,54,58.7222,63.8574
68,68,68,74.0166,80.5656
67,67,67,72.9933,79.5226
72,72,72,78.5159,85.6216
68,68,68,74.2202,81.0094
81,81,81,88.4948,96.683
46,46,46,50.2998,55.0014
68,68,68,74.4266,81.4607
53,53,53,58.0627,63.609
61,61,61,66.8879,73.3441
66,66,66,72.436,79.4995
50,50,50,54.9248,60.3346
72,72,72,79.1617,87.0357
75,75,75,82.5362,90.8297
62,62,62,68.292,75.2225
58,58,58,63.9446,70.4985
59,59,59,65.1078,71.8479
67,67,67,73.9988,81.7286
75,75,75,82.9157,91.6668
68,68,68,75.2434,83.2583
72,72,72,79.74,88.312
63,63,63,69.8357,77.4131
63,63,63,69.8973,77.5498
57,57,57,63.2966,70.2889
71,71,71,78.9156,87.7136
66,66,66,73.425,81.6853
53,53,53,59.0154,65.7134
71,71,71,79.1323,88.1961
69,69,69,76.9711,85.8632
70,70,70,78.1553,87.2607
64,64,64,71.5191,79.9215
63,63,63,70.4654,78.8155
73,73,73,81.7247,91.4922
73,73,73,81.7947,91.649
44,44,44,49.3459,55.3413
69,69,69,77.4518,86.9388
55,55,55,61.7916,69.4218
67,67,67,75.3439,84.7268
70,70,70,78.7824,88.6668
72,72,72,81.1095,91.3715
76,76,76,85.6911,96.6179
72,72,72,81.2518,91.6925
63,63,63,71.1559,80.3677
66,66,66,74.6123,84.3484
71,71,71,80.3378,90.9038
73,73,73,82.6742,93.6304
69,69,69,78.2113,88.6522
75,75,75,85.0862,96.5289
72,72,72,81.7552,92.8322
68,68,68,77.283,87.8333
54,54,54,61.4245,69.8697
68,68,68,77.418,88.1405
51,51,51,58.1136,66.2194
83,83,83,94.6579,107.953
59,59,59,67.3489,76.8792
70,70,70,79.9794,91.3815
59,59,59,67.4673,77.1499
77,77,77,88.1278,100.864
68,68,68,77.8928,89.2247
52,52,52,59.6191,68.3546
68,68,68,78.0346,89.5499
55,55,55,63.164,72.5398
55,55,55,63.2238,72.6773
61,61,61,70.1804,80.7424
80,80,80,92.1194,106.075
69,69,69,79.5278,91.6619
49,49,49,56.5235,65.2022
63,63,63,72.7359,83.9763
53,53,53,61.2396,70.7602
62,62,62,71.7058,82.931
52,52,52,60.1917,69.6738
59,59,59,68.3564,79.1965
77,77,77,89.2781,103.514
56,56,56,64.9912,75.4259
78,78,78,90.5963,105.227
56,56,56,65.1047,75.6898
56,56,56,65.1587,75.8153
52,52,52,60.5547,70.5167
65,65,65,75.7567,88.2936
48,48,48,55.9903,65.3107
62,62,62,72.3855,84.5107
49,49,49,57.256,66.9031
70,70,70,81.8611,95.732
58,58,58,67.8901,79.4666
62,62,62,72.6295,85.0814
53,53,53,62.1441,72.8659
58,58,58,68.063,79.872
58,58,58,68.1214,80.009
50,50,50,58.7739,69.0874
65,65,65,76.4755,89.977
50,50,50,58.8731,69.3209
42,42,42,49.4976,58.3337
73,73,73,86.1055,101.564
61,61,61,72.0112,85.01
57,57,57,67.3502,79.5797
51,51,51,60.3079,71.3146
52,52,52,61.5401,72.8304
54,54,54,63.9615,75.7607
65,65,65,77.0568,91.3501
74,74,74,87.8012,104.176
56,56,56,66.5003,78.9694
52,52,52,61.8004,73.4479
59,59,59,70.1799,83.4784
50,50,50,59.5265,70.8681
43,43,43,51.2314,61.0386
54,54,54,64.3964,76.7943
52,52,52,62.0617,74.0703
67,67,67,80.0302,95.5946
71,71,71,84.8851,101.486
60,60,60,71.7904,85.8977
70,70,70,83.8236,100.377
57,57,57,68.3102,81.8646
59,59,59,70.7695,84.8868
53,53,53,63.6273,76.3856
59,59,59,70.8917,85.1803
53,53,53,63.7301,76.6326
52,52,52,62.5833,75.3207
55,55,55,66.248,79.7962
61,61,61,73.5379,88.6528
55,55,55,66.3619,80.071
49,49,49,59.1672,71.4439
60,60,60,72.5079,87.6233
56,56,56,67.731,81.9194
74,74,74,89.5753,108.429
53,53,53,64.2098,77.7906
43,43,43,52.1374,63.2165
65,65,65,78.8782,95.7195
48,48,48,58.2963,70.8011
43,43,43,52.2663,63.5295
54,54,54,65.696,79.9253
61,61,61,74.2686,90.4233
52,52,52,63.3648,77.2134
66,66,66,80.4824,98.1428
68,68,68,82.9945,101.295
50,50,50,61.0786,74.6119
52,52,52,63.568,77.7095
51,51,51,62.3978,76.3429
56,56,56,68.5734,83.9698
56,56,56,68.6323,84.1142
52,52,52,63.777,78.2212
48,48,48,58.919,72.3217
61,61,61,74.9349,92.0532
47,47,47,57.7868,71.0493
44,44,44,54.1418,66.6213
58,58,58,71.4282,87.9653
57,57,57,70.2537,86.5892
57,57,57,70.3107,86.7298
50,50,50,61.7291,76.2096
60,60,60,74.128,91.5827
42,42,42,51.9323,64.2135
59,59,59,73.0104,90.3478
49,49,49,60.6859,75.1587
48,48,48,59.4979,73.7501
52,52,52,64.5077,80.0239
57,57,57,70.7629,87.8488
63,63,63,78.279,97.2635
52,52,52,64.6641,80.4125
64,64,64,79.653,99.1344
61,61,61,75.9744,94.6249
48,48,48,59.8321,74.5808
52,52,52,64.871,80.9277
47,47,47,58.6811,73.2655
46,46,46,57.4732,71.8081
53,53,53,66.2755,82.8762
43,43,43,53.8119,67.3423
52,52,52,65.1307,81.577
64,64,64,80.2248,100.563
46,46,46,57.7072,72.3939
46,46,46,57.7521,72.5067
48,48,48,60.3156,75.7912
48,48,48,60.3596,75.9017
55,55,55,69.2177,87.1107
56,56,56,70.5367,88.8469
52,52,52,65.5465,82.6219
55,55,55,69.3814,87.5232
57,57,57,71.9607,90.848
31,31,31,39.1659,49.4827
57,57,57,72.0783,91.1453
49,49,49,62.0101,78.4745
50,50,50,63.3265,80.2049
57,57,57,72.2431,91.5627
51,51,51,64.6911,82.0577
51,51,51,64.7437,82.1911
59,59,59,74.9557,95.2263
51,51,51,64.848,82.4561
46,46,46,58.536,74.4883
48,48,48,61.1294,77.85
42,42,42,53.528,68.2203
51,51,51,65.0515,82.9744
51,51,51,65.1026,83.1049
49,49,49,62.5963,79.9652
55,55,55,70.3212,89.9104
61,61,61,78.0501,99.8659
49,49,49,62.7417,80.3371
55,55,55,70.482,90.322
56,56,56,71.8157,92.0982
50,50,50,64.1733,82.3642
41,41,41,52.6636,67.6451
50,50,50,64.2732,82.621
59,59,59,75.9037,97.6504
51,51,51,65.6611,84.5369
45,45,45,57.9815,74.708
58,58,58,74.7893,96.4387
53,53,53,68.3962,88.265
54,54,54,69.7421,90.0733
46,46,46,59.4512,76.8358
46,46,46,59.502,76.967
54,54,54,69.9042,90.4926
50,50,50,64.7757,83.9179
63,63,63,81.6801,105.899
43,43,43,55.7933,72.393
54,54,54,70.1157,91.0411
56,56,56,72.7698,94.5615
59,59,59,76.7334,99.7968
62,62,62,80.6877,105.008
46,46,46,59.9153,78.04
44,44,44,57.3544,74.762
37,37,37,48.2654,62.9608
33,33,33,43.0794,56.2374
44,44,44,57.4879,75.1105
49,49,49,64.0675,83.7684
44,44,44,57.5746,75.337
40,40,40,52.3794,68.5899
46,46,46,60.2848,79.0057
48,48,48,62.951,82.559
38,38,38,49.8713,65.4511
45,45,45,59.1059,77.6335
47,47,47,61.7826,81.2148
54,54,54,71.034,93.4414
42,42,42,55.2927,72.7924
47,47,47,61.9239,81.5866
46,46,46,60.6488,79.9627
58,58,58,76.5312,100.983
35,35,35,46.216,61.0262
61,61,61,80.6096,106.523
32,32,32,42.3204,55.9693
44,44,44,58.2334,77.0712
47,47,47,62.2467,82.4395
44,44,44,58.3205,77.3018
60,60,60,79.5926,105.583
47,47,47,62.395,82.8326
49,49,49,65.0952,86.4772
46,46,46,61.158,81.3109
41,41,41,54.5539,72.5884
52,52,52,69.2412,92.1989
44,44,44,58.6296,78.1235
50,50,50,66.6741,88.9087
37,37,37,49.3756,65.8905
38,38,38,50.75,67.778
47,47,47,62.816,83.9543
55,55,55,73.5637,98.393
53,53,53,70.9393,94.9507
39,39,39,52.2428,69.9824
44,44,44,58.9832,79.0685
43,43,43,57.6851,77.3855
39,39,39,52.3579,70.291
54,54,54,72.5508,97.4745
45,45,45,60.4991,81.3365
46,46,46,61.893,83.277
38,38,38,51.1682,68.8995
35,35,35,47.1625,63.5515
46,46,46,62.0322,83.6521
39,39,39,52.6333,71.0325
46,46,46,62.1247,83.9016
41,41,41,55.4107,74.8864
46,46,46,62.2147,84.1449
36,36,36,48.7243,65.946
50,50,50,67.7238,91.7302
50,50,50,67.7803,91.8833
55,55,55,74.6054,101.199
62,62,62,84.1664,114.258
59,59,59,80.15,108.882
45,45,45,61.1741,83.1615
49,49,49,66.6664,90.7021
45,45,45,61.2671,83.4146
49,49,49,66.7606,90.9588
47,47,47,64.0848,87.38
30,30,30,40.9336,55.8519
43,43,43,58.7145,80.172
43,43,43,58.7594,80.2945
54,54,54,73.8459,100.985
45,45,45,61.5816,84.2731
46,46,46,62.9992,86.2803
34,34,34,46.5968,63.8607
49,49,49,67.2025,92.1668
46,46,46,63.1334,86.6484
53,53,53,72.7953,99.9842
44,44,44,60.4777,83.1262
43,43,43,59.1476,81.3591
39,39,39,53.6802,73.8864
52,52,52,71.63,98.6702
42,42,42,57.8981,79.814
40,40,40,55.1779,76.1149
48,48,48,66.2651,91.4806
40,40,40,55.2598,76.3411
42,42,42,58.0692,80.2864
42,42,42,58.1049,80.3851
39,39,39,53.991,74.7444
41,41,41,56.8049,78.7025
33,33,33,45.7567,63.4447
40,40,40,55.4982,77.0012
60,60,60,83.3077,115.669
40,40,40,55.581,77.2311
45,45,45,62.5692,86.9978
46,46,46,64.01,89.0713
35,35,35,48.7384,67.8694
46,46,46,64.0993,89.3199
41,41,41,57.1726,79.7245
49,49,49,68.3827,95.4327
37,37,37,51.6711,72.1595
54,54,54,75.4638,105.459
41,41,41,57.3377,80.1855
50,50,50,69.9751,97.9303
45,45,45,63.0239,88.2668
33,33,33,46.2497,64.8193
38,38,38,53.2952,74.7467
40,40,40,56.1347,78.7777
45,45,45,63.2015,88.7652
43,43,43,60.4336,84.9355
37,37,37,52.0402,73.194
33,33,33,46.4467,65.3726
54,54,54,76.0623,107.138
48,48,48,67.6572,95.3646
37,37,37,52.1909,73.6187
46,46,46,64.9289,91.647
42,42,42,59.3257,83.7986
35,35,35,49.473,69.9308
48,48,48,67.8961,96.0393
44,44,44,62.2799,88.1543
35,35,35,49.5791,70.2309
33,33,33,46.7764,66.304
45,45,45,63.8358,90.5558
38,38,38,53.9378,76.5602
40,40,40,56.8196,80.7116
40,40,40,56.8602,80.827
38,38,38,54.0577,76.901
45,45,45,64.0575,91.1859
40,40,40,56.9762,81.1573
31,31,31,44.1906,62.9939
37,37,37,52.7794,75.2883
42,42,42,59.9561,85.589
39,39,39,55.7101,79.5799
44,44,44,62.8971,89.91
43,43,43,61.5131,87.9967
44,44,44,62.9843,90.1596
28,28,28,40.1092,57.4552
38,38,38,54.4758,78.0951
40,40,40,57.378,82.306
38,38,38,54.5503,78.3087
44,44,44,63.2044,90.7909
41,41,41,58.9398,84.7293
38,38,38,54.6627,78.6318
34,34,34,48.9416,70.4493
30,30,30,43.2134,62.2467
37,37,37,53.3314,76.8714
32,32,32,46.1593,66.5838
34,34,34,49.078,70.8426
51,51,51,73.6695,106.416
39,39,39,56.3714,81.4805
27,27,27,39.052,56.4835
41,41,41,59.3475,85.9056
28,28,28,40.5596,58.7528
39,39,39,56.5329,81.9478
48,48,48,69.6283,101.002
47,47,47,68.2216,99.0254
48,48,48,69.7214,101.272
38,38,38,55.2301,80.2726
37,37,37,53.8139,78.2686
40,40,40,58.2188,84.7358
39,39,39,56.8068,82.744
35,35,35,51.0105,74.3449
35,35,35,51.047,74.4512
26,26,26,37.9458,55.3802
31,31,31,45.2768,66.1287
34,34,34,49.6917,72.6255
32,32,32,46.8012,68.4484
34,34,34,49.7586,72.821
45,45,45,65.9018,96.5121
35,35,35,51.2936,75.1725
34,34,34,49.8611,73.1214
40,40,40,58.7028,86.1506
47,47,47,69.0211,101.36
32,32,32,47.024,69.1018
41,41,41,60.286,88.644
38,38,38,55.9172,82.2825
36,36,36,53.0087,78.0535
32,32,32,47.1518,69.478
33,33,33,48.658,71.7454
38,38,38,56.067,82.724
24,24,24,35.4367,52.3234
43,43,43,63.5311,93.8652
42,42,42,62.094,91.8015
30,30,30,44.3876,65.6752
21,21,21,31.0912,46.0316
44,44,44,65.1851,96.5703
39,39,39,57.8197,85.7209
37,37,37,54.8882,81.4246
40,40,40,59.3794,88.1477
39,39,39,57.9343,86.0613
35,35,35,52.0263,77.3354
44,44,44,65.4531,97.3661
32,32,32,47.6312,70.8977
35,35,35,52.1334,77.6541
26,26,26,38.7536,57.7631
31,31,31,46.2384,68.9675
39,39,39,58.2058,86.8697
41,41,41,61.2327,91.45
42,42,42,62.7685,93.8069
33,33,33,49.3519,73.8064
33,33,33,49.3852,73.9059
39,39,39,58.4002,87.4507
29,29,29,43.4571,65.1214
27,27,27,40.4863,60.7089
31,31,31,46.5174,69.8022
28,28,28,42.0412,63.1238
28,28,28,42.0688,63.2066
33,33,33,49.615,74.5954
38,38,38,57.1689,86.0075
38,38,38,57.2095,86.1297
31,31,31,46.7052,70.3669
32,32,32,48.2403,72.7227
39,39,39,58.8305,88.7443
37,37,37,55.8507,84.3055
25,25,25,37.7604,57.0339
35,35,35,52.9034,79.9649
32,32,32,48.3999,73.2046
33,33,33,49.945,75.5912
36,36,36,54.5251,82.5828
47,47,47,71.223,107.93
32,32,32,48.5274,73.591
25,25,25,37.9385,57.5731
31,31,31,47.0731,71.4798
44,44,44,66.8584,101.592
33,33,33,50.1799,76.3036
39,39,39,59.3392,90.2857
29,29,29,44.1536,67.2254
25,25,25,38.087,58.0249
37,37,37,56.4053,85.9882
34,34,34,51.8689,79.1289
35,35,35,53.4293,81.5626
42,42,42,64.1552,97.9973
37,37,37,56.5576,86.4529
45,45,45,68.8285,105.275
28,28,28,42.8558,65.5936
34,34,34,52.0706,79.7455
26,26,26,39.8453,61.0633
39,39,39,59.8086,91.7196
34,34,34,52.1733,80.0605
44,44,44,67.5608,103.738
38,38,38,58.388,89.7148
28,28,28,43.0465,66.1785
31,31,31,47.6926,73.3737
35,35,35,53.8814,82.9486
31,31,31,47.7548,73.5651
34,34,34,52.4115,80.793
28,28,28,43.1911,66.624
23,23,23,35.5005,54.795
42,42,42,64.8695,100.192
32,32,32,49.4565,76.4357
30,30,30,46.3969,71.7559
33,33,33,51.068,79.0284
30,30,30,46.457,71.9416
36,36,36,55.7836,86.4392
33,33,33,51.1669,79.3349
35,35,35,54.3017,84.2479
34,34,34,52.7866,81.9538
37,37,37,57.4807,89.2981
23,23,23,35.7552,55.584
39,39,39,60.663,94.3591
34,34,34,52.9191,82.3656
26,26,26,40.4945,63.0695
40,40,40,62.3401,97.1571
40,40,40,62.3805,97.283
33,33,33,51.4965,80.3602
29,29,29,45.2838,70.7112
30,30,30,46.873,73.2359
39,39,39,60.9768,95.3377
29,29,29,45.3708,70.9832
21,21,21,32.8772,51.4718
34,34,34,53.2587,83.4262
33,33,33,51.727,81.0814
30,30,30,47.0552,73.8063
37,37,37,58.0688,91.1349
23,23,23,36.1212,56.7279
20,20,20,31.4318,49.3979
31,31,31,48.7492,76.6607
34,34,34,53.4979,84.1773
40,40,40,62.9792,99.1596
31,31,31,48.8399,76.9464
38,38,38,59.9049,94.4367
28,28,28,44.1715,69.6829
27,27,27,42.6207,67.2786
28,28,28,44.2279,69.8609
34,34,34,53.7365,84.9296
32,32,32,50.607,80.0333
31,31,31,49.0584,77.6364
32,32,32,50.6731,80.2426
20,20,20,31.6913,50.2171
29,29,29,45.9782,72.8965
32,32,32,50.7661,80.5374
34,34,34,53.9773,85.6925
29,29,29,46.0643,73.1696
32,32,32,50.8638,80.8476
27,27,27,42.9415,68.2952
28,28,28,44.5628,70.9229
38,38,38,60.5171,96.3769
25,25,25,39.8371,63.4798
27,27,27,43.0524,68.6486
41,41,41,65.4149,104.369
28,28,28,44.7037,71.3722
22,22,22,35.146,56.1472
21,21,21,33.5688,53.6602
24,24,24,38.3883,61.4024
32,32,32,51.2149,81.9676
27,27,27,43.2408,69.2506
26,26,26,41.6652,66.7687
28,28,28,44.8969,71.9903
28,28,28,44.9267,72.086
16,16,16,25.6879,41.2416
28,28,28,44.9831,72.2671
37,37,37,59.4815,95.623
25,25,25,40.2107,64.6759
29,29,29,46.6785,75.1339
28,28,28,45.0947,72.626
34,34,34,54.7896,88.2911
24,24,24,38.7003,62.4046
30,30,30,48.4076,78.1097
31,31,31,50.0505,80.8081
31,31,31,50.0801,80.9037
23,23,23,37.179,60.0992
27,27,27,43.6724,70.64
35,35,35,56.6471,91.6827
33,33,33,53.4447,86.5555
25,25,25,40.5121,65.6491
30,30,30,48.6444,78.8759
30,30,30,48.6751,78.9756
32,32,32,51.9521,84.3445
34,34,34,55.2346,89.7312
19,19,19,30.8854,50.2056
26,26,26,42.2883,68.7808
31,31,31,50.4519,82.1096
38,38,38,61.8856,100.785
26,26,26,42.3681,69.0405
30,30,30,48.9178,79.7649
32,32,32,52.2093,85.1817
32,32,32,52.2384,85.2765
30,30,30,49.0055,80.0513
23,23,23,37.5932,61.4457
36,36,36,58.8781,96.2952
29,29,29,47.4584,77.6655
31,31,31,50.7613,83.1197
23,23,23,37.6849,61.7456
26,26,26,42.627,69.887
22,22,22,36.0923,59.2115
21,21,21,34.4687,56.5759
22,22,22,36.1393,59.3658
26,26,26,42.7303,70.2261
35,35,35,57.5568,94.6511
28,28,28,46.0733,75.8124
30,30,30,49.3975,81.337
36,36,36,59.3088,97.7094
25,25,25,41.2093,67.9284
30,30,30,49.4829,81.6185
29,29,29,47.863,78.9955
20,20,20,33.0308,54.5516
32,32,32,52.8838,87.3967
27,27,27,44.6446,73.8199
24,24,24,39.7086,65.6989
29,29,29,48.0117,79.4869
31,31,31,51.3512,85.0627
24,24,24,39.7792,65.9327
26,26,26,43.1228,71.5223
19,19,19,31.5298,52.3227
18,18,18,29.8901,49.6343
21,21,21,34.89,57.9671
20,20,20,33.2505,55.2796
29,29,29,48.2412,80.2488
33,33,33,54.9279,91.4266
15,15,15,24.9812,41.6039
21,21,21,34.9944,58.3145
22,22,22,36.6831,61.166
34,34,34,56.7303,94.6568
31,31,31,51.7523,86.3968
27,27,27,45.1051,75.3506
30,30,30,50.1455,83.819
35,35,35,58.5369,97.9019
16,16,16,26.7748,44.8058
26,26,26,43.5374,72.904
31,31,31,51.939,87.0213
19,19,19,31.8535,53.4025
28,28,28,46.9704,78.7936
28,28,28,46.9954,78.8773
29,29,29,48.7066,81.8046
26,26,26,43.6898,73.4154
29,29,29,48.7605,81.9858
26,26,26,43.7475,73.6095
31,31,31,52.1905,87.866
22,22,22,37.0603,62.4302
19,19,19,32.0245,53.9772
20,20,20,33.7323,56.8933
19,19,19,32.0631,54.1075
19,19,19,32.0791,54.1617
28,28,28,47.3058,79.9227
27,27,27,45.6389,77.1448
18,18,18,30.4453,51.4953
26,26,26,44.0032,74.4723
20,20,20,33.8683,57.3531
22,22,22,37.2787,63.1683
24,24,24,40.691,68.99
26,26,26,44.1094,74.8324
17,17,17,28.8581,48.9877
32,32,32,54.3521,92.3174
20,20,20,33.99,57.7661
24,24,24,40.8114,69.3988
29,29,29,49.3445,83.9615
25,25,25,42.5641,72.4682
28,28,28,47.6984,81.2547
27,27,27,46.0195,78.4367
27,27,27,46.0463,78.5283
18,18,18,30.7153,52.4128
19,19,19,32.442,55.3938
21,21,21,35.8776,61.2954
25,25,25,42.7363,73.0556
16,16,16,27.3673,46.8106
24,24,24,41.0741,70.2952
29,29,29,49.6614,85.0434
23,23,23,39.4117,67.5339
29,29,29,49.7214,85.249
18,18,18,30.8785,52.9713
26,26,26,44.6307,76.6114
34,34,34,58.3944,100.291
26,26,26,44.6799,76.7804
27,27,27,46.4261,79.8291
23,23,23,39.5707,68.0802
24,24,24,41.3141,71.119
31,31,31,53.3963,91.9731
18,18,18,31.0239,53.4712
22,22,22,37.9374,65.4202
20,20,20,34.5104,59.5483
30,30,30,51.7964,89.429
21,21,21,36.279,62.6745
21,21,21,36.3002,62.7478
24,24,24,41.5076,71.7866
31,31,31,53.6448,92.8312
22,22,22,38.092,65.9545
20,20,20,34.6512,60.0352
24,24,24,41.605,72.1238
17,17,17,29.4857,51.1417
26,26,26,45.1235,78.3127
23,23,23,39.9406,69.3589
26,26,26,45.1752,78.4923
23,23,23,39.9843,69.5105
27,27,27,46.9666,81.6984
24,24,24,41.773,72.7076
20,20,20,34.8291,60.6532
18,18,18,31.3642,54.6508
21,21,21,36.6147,63.84
13,13,13,22.678,39.561
29,29,29,50.6178,88.3503
23,23,23,40.1709,70.1609
20,20,20,34.9505,61.0767
23,23,23,40.2144,70.3128
25,25,25,43.7387,76.5229
20,20,20,35.0082,61.2786
27,27,27,47.2925,82.8364
20,20,20,35.0493,61.4228
15,15,15,26.3005,46.1144
19,19,19,33.3368,58.4916
26,26,26,45.6439,80.1293
19,19,19,33.3737,58.6214
19,19,19,33.3939,58.6921
22,22,22,38.6859,68.0274
