#class tools::histo::h1d
#title Edep
#dimension 1
#axis fixed 4000 0 4
#annotation axis_x.title 
#bin_number 4002
entries,Sw,Sw2,Sxw0,Sx2w0
41,41,41,33.9254,28.0716
35,35,35,28.9969,24.0235
36,36,36,29.8625,24.7713
28,28,28,23.2551,19.3143
37,37,37,30.7644,25.5797
40,40,40,33.3035,27.7281
44,44,44,36.6747,30.569
34,34,34,28.3755,23.6814
49,49,49,40.9403,34.2063
39,39,39,32.6225,27.288
39,39,39,32.663,27.3558
39,39,39,32.7003,27.4181
35,35,35,29.3823,24.6662
43,43,43,36.1416,30.3771
36,36,36,30.2956,25.4951
36,36,36,30.3304,25.5537
42,42,42,35.4277,29.8838
39,39,39,32.9335,27.8106
43,43,43,36.3543,30.7357
32,32,32,27.0876,22.9293
44,44,44,37.2909,31.6049
36,36,36,30.545,25.9165
31,31,31,26.3336,22.3696
30,30,30,25.5123,21.6959
38,38,38,32.3571,27.5521
49,49,49,41.7741,35.6138
35,35,35,29.871,25.4936
27,27,27,23.071,19.7137
38,38,38,32.5062,27.8067
34,34,34,29.1183,24.9375
38,38,38,32.5869,27.945
33,33,33,28.3303,24.3214
31,31,31,26.6454,22.9024
31,31,31,26.6777,22.9581
30,30,30,25.8456,22.2665
35,35,35,30.191,26.0428
44,44,44,37.9967,32.8125
29,29,29,25.0688,21.6705
33,33,33,28.5626,24.7219
34,34,34,29.46,25.5262
40,40,40,34.6993,30.101
43,43,43,37.3447,32.4332
27,27,27,23.4774,20.4143
38,38,38,33.0816,28.7997
35,35,35,30.505,26.5873
36,36,36,31.4085,27.4026
30,30,30,26.2044,22.889
40,40,40,34.9821,30.5937
33,33,33,28.8901,25.292
36,36,36,31.553,27.6554
48,48,48,42.1233,36.9661
43,43,43,37.7772,33.1888
38,38,38,33.4241,29.3993
40,40,40,35.2204,31.0119
46,46,46,40.5472,35.7408
41,41,41,36.1796,31.9259
33,33,33,29.1561,25.7599
28,28,28,24.7688,21.9104
35,35,35,30.9942,27.4469
23,23,23,20.3897,18.0756
32,32,32,28.3984,25.2022
40,40,40,35.5419,31.5806
38,38,38,33.8018,30.0673
36,36,36,32.0573,28.5465
35,35,35,31.1995,27.8117
33,33,33,29.4547,26.2902
33,33,33,29.4863,26.3466
29,29,29,25.9423,23.2069
42,42,42,37.6058,33.6713
41,41,41,36.7544,32.9485
47,47,47,42.1798,37.854
43,43,43,38.6359,34.7147
31,31,31,27.8849,25.0828
36,36,36,32.4205,29.1969
51,51,51,45.9744,41.4441
34,34,34,30.6853,27.6938
33,33,33,29.8165,26.9402
41,41,41,37.0825,33.5394
35,35,35,31.6926,28.6977
34,34,34,30.8198,27.9371
37,37,37,33.5773,30.4712
40,40,40,36.3397,33.0144
40,40,40,36.3775,33.083
30,30,30,27.3172,24.8744
30,30,30,27.3484,24.9312
31,31,31,28.2835,25.805
35,35,35,31.9724,29.2067
35,35,35,32.0089,29.2734
36,36,36,32.9586,30.1742
31,31,31,28.4154,26.0462
28,28,28,25.6929,23.576
36,36,36,33.0673,30.3734
32,32,32,29.4222,27.0521
35,35,35,32.218,29.6571
27,27,27,24.8811,22.9285
34,34,34,31.3675,28.9389
36,36,36,33.245,30.7007
32,32,32,29.5856,27.3533
33,33,33,30.5414,28.266
32,32,32,29.6472,27.4674
25,25,25,23.1888,21.5088
30,30,30,27.8531,25.8598
27,27,27,25.0962,23.3266
31,31,31,28.8436,26.8373
31,31,31,28.8769,26.8993
26,26,26,24.2445,22.6076
37,37,37,34.5402,32.2439
31,31,31,28.9691,27.0713
37,37,37,34.614,32.3819
42,42,42,39.3367,36.8423
29,29,29,27.1899,25.4927
23,23,23,21.5841,20.2554
26,26,26,24.428,22.9511
30,30,30,28.2115,26.5296
30,30,30,28.2469,26.5963
39,39,39,36.7599,34.6485
26,26,26,24.5322,23.1472
32,32,32,30.2261,28.5505
29,29,29,27.4206,25.9272
30,30,30,28.3942,26.8744
33,33,33,31.2649,29.6211
30,30,30,28.4561,26.9916
31,31,31,29.4334,27.9459
37,37,37,35.1687,33.4281
29,29,29,27.5929,26.2541
27,27,27,25.7195,24.4996
33,33,33,31.4659,30.0031
29,29,29,27.6798,26.4198
27,27,27,25.7988,24.651
25,25,25,23.9091,22.8657
29,29,29,27.769,26.5903
33,33,33,31.6304,30.3177
33,33,33,31.6619,30.378
27,27,27,25.9344,24.9109
22,22,22,21.1552,20.3428
24,24,24,23.1009,22.2356
30,30,30,28.9108,27.8611
32,32,32,30.8652,29.7706
27,27,27,26.0688,25.1696
34,34,34,32.8624,31.7629
25,25,25,24.1882,23.4028
33,33,33,31.9621,30.9568
19,19,19,18.4217,17.861
24,24,24,23.2929,22.6065
35,35,35,34.0033,33.035
29,29,29,28.2022,27.4263
25,25,25,24.3364,23.6903
30,30,30,29.2362,28.4918
31,31,31,30.24,29.4986
38,38,38,37.1064,36.2339
28,28,28,27.3708,26.7557
41,41,41,40.118,39.255
37,37,37,36.2403,35.4962
31,31,31,30.3965,29.8047
32,32,32,31.4062,30.8235
33,33,33,32.4229,31.8558
33,33,33,32.4559,31.9208
30,30,30,29.5348,29.0769
20,20,20,19.7101,19.4244
32,32,32,31.5681,31.142
17,17,17,16.7885,16.5797
18,18,18,17.7929,17.5882
30,30,30,29.6846,29.3726
15,15,15,14.8587,14.7187
30,30,30,29.746,29.4942
27,27,27,26.798,26.5976
28,28,28,27.8176,27.6365
29,29,29,28.8416,28.6841
27,27,27,26.8807,26.7619
21,21,21,20.9281,20.8564
22,22,22,21.9455,21.8911
29,29,29,28.9597,28.9195
36,36,36,35.9795,35.9591
28,28,28,28.0128,28.0257
33,33,33,33.0497,33.0995
24,24,24,24.0611,24.1223
26,26,26,26.0923,26.1849
28,28,28,28.1299,28.2603
21,21,21,21.1145,21.2297
33,33,33,33.2154,33.4321
20,20,20,20.151,20.3032
39,39,39,39.3344,39.6716
27,27,27,27.2569,27.5163
28,28,28,28.2958,28.5947
27,27,27,27.311,27.6255
24,24,24,24.3023,24.6085
25,25,25,25.3372,25.679
19,19,19,19.2745,19.5529
27,27,27,27.4208,27.8482
25,25,25,25.4118,25.8304
22,22,22,22.3849,22.7766
23,23,23,23.4241,23.856
19,19,19,19.3715,19.7503
26,26,26,26.5343,27.0796
32,32,32,32.6861,33.387
31,31,31,31.6996,32.4151
31,31,31,31.7275,32.472
26,26,26,26.6364,27.2885
31,31,31,31.7918,32.6038
25,25,25,25.6638,26.3453
24,24,24,24.6594,25.337
21,21,21,21.5992,22.2154
18,18,18,18.5315,19.0786
30,30,30,30.9139,31.8557
25,25,25,25.7867,26.5983
21,21,21,21.6818,22.3857
26,26,26,26.8704,27.7699
28,28,28,28.9648,29.9628
30,30,30,31.0651,32.168
23,23,23,23.8387,24.708
34,34,34,35.2734,36.5944
34,34,34,35.3113,36.6731
21,21,21,21.8295,22.6919
29,29,29,30.1754,31.3984
33,33,33,34.3695,35.7958
29,29,29,30.233,31.5184
19,19,19,19.8275,20.691
23,23,23,24.0218,25.0889
35,35,35,36.5967,38.2662
18,18,18,18.8387,19.7166
23,23,23,24.0916,25.235
30,30,30,31.4582,32.9873
29,29,29,30.4373,31.9458
26,26,26,27.3146,28.6956
27,27,27,28.3921,29.8561
36,36,36,37.8911,39.8815
22,22,22,23.1773,24.4176
16,16,16,16.8715,17.7905
23,23,23,24.2744,25.6194
29,29,29,30.6381,32.3686
26,26,26,27.4949,29.0757
24,24,24,25.4,26.8816
17,17,17,18.0136,19.0876
17,17,17,18.0288,19.1199
16,16,16,16.9836,18.0276
35,35,35,37.1885,39.5139
30,30,30,31.9038,33.9283
27,27,27,28.7413,30.5949
32,32,32,34.0967,36.3307
15,15,15,15.9974,17.0612
21,21,21,22.4189,23.9338
23,23,23,24.576,26.2599
28,28,28,29.944,32.0231
25,25,25,26.7626,28.6495
23,23,23,24.6443,26.4061
36,36,36,38.6127,41.4151
35,35,35,37.573,40.3352
20,20,20,21.4927,23.0969
19,19,19,20.4345,21.9773
22,22,22,23.6833,25.4955
20,20,20,21.5516,23.2235
21,21,21,22.6517,24.4334
20,20,20,21.5894,23.3051
29,29,29,31.3337,33.8552
24,24,24,25.9552,28.0696
29,29,29,31.3929,33.9833
23,23,23,24.9197,26.9996
26,26,26,28.1969,30.5795
21,21,21,22.7955,24.7446
21,21,21,22.8178,24.793
22,22,22,23.9263,26.0213
19,19,19,20.682,22.5129
25,25,25,27.2368,29.6738
21,21,21,22.899,24.9697
17,17,17,18.5564,20.2552
28,28,28,30.5902,33.42
20,20,20,21.8693,23.9132
19,19,19,20.7978,22.7657
30,30,30,32.865,36.0035
12,12,12,13.1568,14.4252
24,24,24,26.3409,28.9102
24,24,24,26.3646,28.9622
19,19,19,20.8908,22.9698
17,17,17,18.7075,20.5866
28,28,28,30.8407,33.9696
17,17,17,18.7425,20.6636
21,21,21,23.1747,25.5747
14,14,14,15.4633,17.0796
28,28,28,30.9542,34.2201
22,22,22,24.3446,26.939
24,24,24,26.581,29.4397
18,18,18,19.9543,22.1209
25,25,25,27.7376,30.7749
22,22,22,24.429,27.1261
18,18,18,20.0056,22.2347
32,32,32,35.5996,39.604
25,25,25,27.838,30.9982
20,20,20,22.2888,24.8395
17,17,17,18.9633,21.1534
19,19,19,21.2129,23.6835
31,31,31,34.6427,38.7135
20,20,20,22.3693,25.0192
15,15,15,16.7904,18.7944
11,11,11,12.325,13.8096
21,21,21,23.553,26.4164
15,15,15,16.8373,18.8997
16,16,16,17.9764,20.197
19,19,19,21.3671,24.029
26,26,26,29.263,32.9355
24,24,24,27.034,30.4515
20,20,20,22.5506,25.4265
26,26,26,29.3434,33.1168
25,25,25,28.2395,31.8988
17,17,17,19.2203,21.7305
24,24,24,27.1561,30.7273
23,23,23,26.0474,29.4986
24,24,24,27.2042,30.8362
27,27,27,30.6292,34.7463
16,16,16,18.1686,20.6311
20,20,20,22.7306,25.8341
18,18,18,20.4754,23.2912
15,15,15,17.0764,19.4403
17,17,17,19.3731,22.0774
14,14,14,15.9662,18.2084
24,24,24,27.395,31.2703
24,24,24,27.4208,31.3293
28,28,28,32.0183,36.6133
26,26,26,29.7576,34.0583
26,26,26,29.7815,34.1131
19,19,19,21.785,24.9783
8,8,8,9.17825,10.53
16,16,16,18.3789,21.1116
18,18,18,20.6909,23.7841
15,15,15,17.2563,19.8521
17,17,17,19.5766,22.5437
23,23,23,26.5072,30.5491
15,15,15,17.3022,19.9577
22,22,22,25.3995,29.3243
21,21,21,24.2687,28.0462
22,22,22,25.4441,29.4275
13,13,13,15.049,17.4209
15,15,15,17.3783,20.1337
12,12,12,13.9144,16.1342
24,24,24,27.8521,32.3226
21,21,21,24.3894,28.3258
24,24,24,27.9009,32.4358
25,25,25,29.0851,33.8377
19,19,19,22.1243,25.7624
20,20,20,23.3093,27.1662
16,16,16,18.6618,21.7664
21,21,21,24.5185,28.6266
24,24,24,28.0453,32.7724
12,12,12,14.0341,16.4131
17,17,17,19.8992,23.2929
22,22,22,25.7726,30.1922
23,23,23,26.9678,31.6201
12,12,12,14.0808,16.5223
13,13,13,15.2682,17.9323
24,24,24,28.2124,33.1641
17,17,17,20.0013,23.5324
20,20,20,23.5499,27.7298
21,21,21,24.7466,29.1617
29,29,29,34.2068,40.3486
10,10,10,11.8051,13.936
23,23,23,27.1759,32.11
20,20,20,23.6503,27.9667
18,18,18,21.3039,25.2143
19,19,19,22.5052,26.6571
16,16,16,18.9678,22.4861
21,21,21,24.9159,29.5619
17,17,17,20.1859,23.9689
23,23,23,27.3341,32.485
12,12,12,14.2751,16.9815
24,24,24,28.572,34.015
18,18,18,21.4475,25.5553
14,14,14,16.6961,19.9113
22,22,22,26.2575,31.3389
18,18,18,21.4998,25.68
19,19,19,22.7141,27.1543
12,12,12,14.3596,17.1831
19,19,19,22.7533,27.248
20,20,20,23.9701,28.7282
15,15,15,17.9945,21.5869
19,19,19,22.8102,27.3844
21,21,21,25.2302,30.3126
17,17,17,20.4421,24.5813
23,23,23,27.6814,33.3158
21,21,21,25.2962,30.4713
23,23,23,27.7264,33.4241
13,13,13,15.6846,18.9236
15,15,15,18.1131,21.8723
16,16,16,19.3343,23.3634
20,20,20,24.1905,29.2591
19,19,19,22.9994,27.8406
21,21,21,25.4421,30.8239
16,16,16,19.3984,23.5186
10,10,10,12.1365,14.7295
21,21,21,25.5067,30.9805
17,17,17,20.6627,25.1146
16,16,16,19.4632,23.676
16,16,16,19.4783,23.7128
19,19,19,23.1505,28.2075
22,22,22,26.829,32.7181
12,12,12,14.644,17.8707
16,16,16,19.5428,23.87
25,25,25,30.5616,37.3605
21,21,21,25.6926,31.4338
16,16,16,19.5928,23.9923
13,13,13,15.9314,19.5237
21,21,21,25.7569,31.5914
16,16,16,19.6394,24.1065
17,17,17,20.8849,25.6575
21,21,21,25.8182,31.7419
23,23,23,28.3031,34.8288
18,18,18,22.1678,27.3007
15,15,15,18.4876,22.7862
23,23,23,28.3698,34.9932
16,16,16,19.7519,24.3835
12,12,12,14.8253,18.3157
20,20,20,24.7304,30.5795
19,19,19,23.514,29.1004
16,16,16,19.8172,24.545
25,25,25,30.9866,38.4067
26,26,26,32.2527,40.0092
15,15,15,18.6223,23.1193
19,19,19,23.6061,29.3288
18,18,18,22.3839,27.8355
20,20,20,24.8894,30.9742
31,31,31,38.6117,48.0925
21,21,21,26.1752,32.6259
9,9,9,11.2286,14.009
10,10,10,12.4872,15.5929
21,21,21,26.2395,32.7864
13,13,13,16.2561,20.3277
13,13,13,16.2668,20.3546
8,8,8,10.0199,12.5498
13,13,13,16.2967,20.4295
25,25,25,31.3626,39.3446
11,11,11,13.8117,17.3421
15,15,15,18.8473,23.6813
22,22,22,27.6681,34.7964
20,20,20,25.169,31.6739
13,13,13,16.3743,20.6244
17,17,17,21.4287,27.0111
16,16,16,20.1839,25.4619
16,16,16,20.2003,25.5032
17,17,17,21.4784,27.1366
24,24,24,30.3472,38.3731
6,6,6,7.59261,9.60796
19,19,19,24.0604,30.4686
20,20,20,25.3482,32.1265
20,20,20,25.3718,32.1865
20,20,20,25.3904,32.2336
12,12,12,15.2466,19.3717
14,14,14,17.801,22.6339
13,13,13,16.5427,21.0508
16,16,16,20.3721,25.9389
19,19,19,24.2179,30.8688
17,17,17,21.6843,27.6592
9,9,9,11.4885,14.6651
15,15,15,19.1629,24.4811
19,19,19,24.2903,31.0535
12,12,12,15.3525,19.6416
19,19,19,24.33,31.1552
11,11,11,14.0976,18.0675
19,19,19,24.3662,31.2481
16,16,16,20.5345,26.354
13,13,13,16.6962,21.4433
17,17,17,21.8538,28.0935
12,12,12,15.4394,19.8645
9,9,9,11.5873,14.9184
10,10,10,12.887,16.6074
18,18,18,23.2114,29.9317
9,9,9,11.6156,14.9913
13,13,13,16.7914,21.6885
17,17,17,21.9734,28.4017
13,13,13,16.8153,21.7503
14,14,14,18.1228,23.4598
19,19,19,24.6167,31.8937
10,10,10,12.9657,16.8109
7,7,7,9.08305,11.786
20,20,20,25.9696,33.721
18,18,18,23.3913,30.3975
8,8,8,10.4039,13.5301
10,10,10,13.0142,16.9369
24,24,24,31.2597,40.7154
15,15,15,19.5527,25.4871
20,20,20,26.0926,34.0412
11,11,11,14.3624,18.7527
12,12,12,15.6769,20.4803
18,18,18,23.535,30.7721
19,19,19,24.8619,32.5322
16,16,16,20.9529,27.4391
17,17,17,22.2778,29.1943
14,14,14,18.3602,24.0784
12,12,12,15.75,20.672
15,15,15,19.7036,25.8821
10,10,10,13.1438,17.276
16,16,16,21.0474,27.6871
16,16,16,21.0635,27.7295
13,13,13,17.1277,22.5659
8,8,8,10.5485,13.9088
25,25,25,32.9865,43.5244
24,24,24,31.6919,41.849
4,4,4,5.28694,6.98794
13,13,13,17.1927,22.7377
13,13,13,17.2056,22.7717
9,9,9,11.9218,15.7921
15,15,15,19.8814,26.3513
11,11,11,14.5929,19.3593
7,7,7,9.29259,12.336
19,19,19,25.2433,33.5381
8,8,8,10.6355,14.1391
16,16,16,21.2887,28.3256
14,14,14,18.6389,24.8149
15,15,15,19.99,26.6399
11,11,11,14.6685,19.5603
26,26,26,34.6966,46.3021
18,18,18,24.0397,32.1059
14,14,14,18.7115,25.0087
7,7,7,9.3624,12.5221
11,11,11,14.7233,19.7068
13,13,13,17.4141,23.327
20,20,20,26.8101,35.9391
9,9,9,12.0741,16.1983
12,12,12,16.1092,21.6255
15,15,15,20.1522,27.0742
16,16,16,21.5118,28.9225
19,19,19,25.5627,34.3923
18,18,18,24.2362,32.633
13,13,13,17.5183,23.607
15,15,15,20.2288,27.2802
17,17,17,22.9412,30.9589
15,15,15,20.2574,27.3575
19,19,19,25.6766,34.6993
13,13,13,17.583,23.7818
17,17,17,23.0091,31.1423
11,11,11,14.8994,20.1811
11,11,11,14.9114,20.2135
10,10,10,13.5651,18.4012
11,11,11,14.9334,20.2734
17,17,17,23.0952,31.3759
12,12,12,16.3159,22.184
13,13,13,17.6857,24.0603
12,12,12,16.3373,22.2423
12,12,12,16.3499,22.2767
18,18,18,24.5431,33.4647
16,16,16,21.8311,29.7874
14,14,14,19.116,26.1017
20,20,20,27.3284,37.3419
11,11,11,15.042,20.5692
10,10,10,13.6851,18.7282
7,7,7,9.58604,13.1275
13,13,13,17.817,24.4188
19,19,19,26.0593,35.7415
15,15,15,20.587,28.255
18,18,18,24.725,33.9627
13,13,13,17.8695,24.5629
18,18,18,24.7598,34.0583
11,11,11,15.1412,20.8415
16,16,16,22.0385,30.3559
5,5,5,6.89224,9.5006
17,17,17,23.4513,32.3508
14,14,14,19.328,26.6838
10,10,10,13.8144,19.0839
12,12,12,16.5871,22.9276
11,11,11,15.2193,21.0569
14,14,14,19.3836,26.8375
20,20,20,27.7114,38.3961
16,16,16,22.1837,30.7573
13,13,13,18.04,25.0339
12,12,12,16.6624,23.1362
13,13,13,18.0637,25.0997
14,14,14,19.4694,27.0755
16,16,16,22.2656,30.9848
13,13,13,18.1036,25.2107
15,15,15,20.9021,29.1266
14,14,14,19.5231,27.2251
11,11,11,15.351,21.423
5,5,5,6.98288,9.75212
16,16,16,22.3622,31.2541
10,10,10,13.9845,19.5566
14,14,14,19.5923,27.4185
11,11,11,15.405,21.574
9,9,9,12.6126,17.6754
19,19,19,26.6461,37.3691
9,9,9,12.6313,17.7277
15,15,15,21.0684,29.5917
8,8,8,11.2429,15.8002
14,14,14,19.6916,27.6972
19,19,19,26.7426,37.6404
10,10,10,14.0848,19.8382
16,16,16,22.553,31.7898
16,16,16,22.5674,31.8304
14,14,14,19.7619,27.8952
8,8,8,11.3005,15.9627
14,14,14,19.7893,27.9725
20,20,20,28.2922,40.0224
22,22,22,31.1405,44.0788
11,11,11,15.5837,22.0774
16,16,16,22.6796,32.1477
15,15,15,21.2791,30.1866
18,18,18,25.5491,36.2643
5,5,5,7.10233,10.0886
11,11,11,15.6369,22.2285
14,14,14,19.9136,28.325
18,18,18,25.6251,36.4804
10,10,10,14.2467,20.2968
10,10,10,14.2543,20.3184
20,20,20,28.532,40.7038
13,13,13,18.5579,26.4919
20,20,20,28.5713,40.8161
8,8,8,11.4359,16.3474
13,13,13,18.5962,26.6014
17,17,17,24.3351,34.8352
7,7,7,10.0266,14.3619
16,16,16,22.9372,32.8821
8,8,8,11.4766,16.464
11,11,11,15.7911,22.6689
17,17,17,24.4195,35.0772
17,17,17,24.4378,35.1299
11,11,11,15.8216,22.7566
8,8,8,11.5162,16.5778
15,15,15,21.6078,31.1265
11,11,11,15.8551,22.8532
14,14,14,20.1933,29.1264
9,9,9,12.9923,18.7556
8,8,8,11.5554,16.691
13,13,13,18.7923,27.1654
8,8,8,11.5715,16.7375
12,12,12,17.3699,25.1428
11,11,11,15.9319,23.0751
10,10,10,14.4954,21.0116
5,5,5,7.25182,10.5178
6,6,6,8.71083,12.6464
5,5,5,7.26295,10.5501
12,12,12,17.4429,25.3545
10,10,10,14.5449,21.1555
12,12,12,17.466,25.4219
9,9,9,13.1077,19.0902
13,13,13,18.9487,27.6194
10,10,10,14.5868,21.2774
12,12,12,17.5125,25.5573
8,8,8,11.6845,17.0659
10,10,10,14.6155,21.3614
11,11,11,16.088,23.5295
15,15,15,21.9506,32.122
13,13,13,19.0394,27.8844
14,14,14,20.5167,30.0667
9,9,9,13.199,19.3571
9,9,9,13.208,19.3834
19,19,19,27.8998,40.9683
10,10,10,14.6947,21.5935
17,17,17,25.0003,36.7656
6,6,6,8.82815,12.9894
12,12,12,17.6717,26.0241
12,12,12,17.6808,26.0509
16,16,16,23.5919,34.7861
15,15,15,22.1347,32.6631
13,13,13,19.193,28.3362
7,7,7,10.3423,15.2803
9,9,9,13.3057,19.6714
15,15,15,22.1932,32.8358
9,9,9,13.3247,19.7276
10,10,10,14.8158,21.9509
11,11,11,16.3073,24.1751
14,14,14,20.7673,30.8058
10,10,10,14.8444,22.0357
13,13,13,19.311,28.6859
15,15,15,22.2978,33.1461
8,8,8,11.8995,17.6999
9,9,9,13.3968,19.9417
14,14,14,20.8536,31.0622
10,10,10,14.9033,22.2107
13,13,13,19.3899,28.9206
8,8,8,11.9396,17.8192
12,12,12,17.9234,26.7706
14,14,14,20.9258,31.2778
7,7,7,10.4679,15.6538
6,6,6,8.97961,13.4389
8,8,8,11.9797,17.9391
11,11,11,16.484,24.7019
15,15,15,22.4935,33.7306
15,15,15,22.5074,33.7721
14,14,14,21.0224,31.5674
8,8,8,12.0204,18.0613
8,8,8,12.028,18.0842
13,13,13,19.56,29.4302
15,15,15,22.5839,34.0022
7,7,7,10.546,15.8882
9,9,9,13.5672,20.4522
6,6,6,9.05074,13.6527
12,12,12,18.1135,27.3417
7,7,7,10.5731,15.9701
11,11,11,16.6257,25.1286
12,12,12,18.149,27.4488
12,12,12,18.1626,27.4899
11,11,11,16.6592,25.2298
9,9,9,13.638,20.6661
18,18,18,27.2981,41.3992
4,4,4,6.06971,9.21033
8,8,8,12.1488,18.4491
11,11,11,16.7142,25.3968
11,11,11,16.724,25.4267
10,10,10,15.2128,23.1428
11,11,11,16.7487,25.5016
13,13,13,19.8049,30.172
11,11,11,16.7696,25.5653
9,9,9,13.73,20.9458
8,8,8,12.2132,18.6454
10,10,10,15.2744,23.3306
10,10,10,15.2841,23.3602
11,11,11,16.8256,25.7364
9,9,9,13.7743,21.0813
11,11,11,16.8477,25.8041
11,11,11,16.8589,25.8385
11,11,11,16.8686,25.8682
11,11,11,16.8795,25.9017
12,12,12,18.4257,28.2921
12,12,12,18.4385,28.3315
17,17,17,26.1367,40.184
11,11,11,16.9231,26.0356
18,18,18,27.7108,42.6604
16,16,16,24.6478,37.9695
11,11,11,16.9564,26.1381
5,5,5,7.7119,11.8947
8,8,8,12.3475,19.0576
8,8,8,12.3554,19.0821
8,8,8,12.3647,19.1106
16,16,16,24.7436,38.2655
6,6,6,9.28475,14.3678
7,7,7,10.8398,16.7859
11,11,11,17.0442,26.4096
14,14,14,21.7072,33.6574
11,11,11,17.0657,26.4762
13,13,13,20.1821,31.3321
11,11,11,17.0893,26.5496
11,11,11,17.1005,26.5844
11,11,11,17.1097,26.6128
11,11,11,17.1207,26.647
9,9,9,14.0186,21.8358
13,13,13,20.261,31.5777
10,10,10,15.597,24.3267
7,7,7,10.9238,17.047
8,8,8,12.4915,19.5047
3,3,3,4.68689,7.3223
10,10,10,15.6352,24.4459
15,15,15,23.4656,36.709
7,7,7,10.9589,17.1567
13,13,13,20.3644,31.9006
10,10,10,15.6743,24.5682
15,15,15,23.5289,36.9074
13,13,13,20.4022,32.0191
11,11,11,17.2759,27.1325
10,10,10,15.7157,24.6983
14,14,14,22.0147,34.6176
6,6,6,9.44181,14.858
15,15,15,23.6164,37.1822
9,9,9,14.1809,22.3442
7,7,7,11.0355,17.3973
9,9,9,14.1976,22.397
6,6,6,9.47191,14.9528
8,8,8,12.6355,19.9571
2,2,2,3.16153,4.99765
6,6,6,9.48845,15.0051
14,14,14,22.1545,35.0588
10,10,10,15.8349,25.0743
5,5,5,7.92322,12.5555
10,10,10,15.8552,25.1387
8,8,8,12.6911,20.1331
12,12,12,19.0495,30.2404
6,6,6,9.53148,15.1415
10,10,10,15.8941,25.2624
9,9,9,14.315,22.7687
10,10,10,15.916,25.3319
7,7,7,11.1459,17.7474
7,7,7,11.1551,17.7765
14,14,14,22.3231,35.5944
6,6,6,9.57242,15.2719
11,11,11,17.5599,28.0317
10,10,10,15.9757,25.5223
6,6,6,9.59056,15.3298
7,7,7,11.1954,17.9052
5,5,5,8.00294,12.8094
8,8,8,12.8115,20.5169
10,10,10,16.0258,25.6828
10,10,10,16.0343,25.7099
7,7,7,11.2319,18.0222
8,8,8,12.8431,20.6181
11,11,11,17.6708,28.3871
6,6,6,9.64485,15.5039
9,9,9,14.4759,23.2836
5,5,5,8.04834,12.9551
10,10,10,16.1056,25.939
10,10,10,16.1144,25.9673
7,7,7,11.2886,18.2047
5,5,5,8.06786,13.0181
7,7,7,11.3017,18.2469
6,6,6,9.693,15.659
13,13,13,21.0156,33.9736
9,9,9,14.558,23.5484
7,7,7,11.3292,18.3358
4,4,4,6.47704,10.488
10,10,10,16.206,26.2634
12,12,12,19.4583,31.552
6,6,6,9.73647,15.7998
8,8,8,12.9886,21.0879
3,3,3,4.87401,7.91865
6,6,6,9.7513,15.848
7,7,7,11.3861,18.5204
8,8,8,13.0187,21.1858
8,8,8,13.0272,21.2136
13,13,13,21.1848,34.5226
5,5,5,8.1518,13.2904
5,5,5,8.15773,13.3097
10,10,10,16.3258,26.6531
12,12,12,19.6038,32.0258
10,10,10,16.3451,26.7161
6,6,6,9.81293,16.0489
8,8,8,13.0918,21.4246
7,7,7,11.4626,18.7701
9,9,9,14.747,24.1637
8,8,8,13.1167,21.5059
8,8,8,13.1232,21.5273
5,5,5,8.20816,13.4748
13,13,13,21.353,35.0732
7,7,7,11.505,18.9093
11,11,11,18.09,29.7498
11,11,11,18.1007,29.7851
10,10,10,16.4642,27.1071
6,6,6,9.88577,16.2881
3,3,3,4.94561,8.15303
5,5,5,8.24907,13.6094
2,2,2,3.30099,5.44828
4,4,4,6.60544,10.908
13,13,13,21.4821,35.4986
8,8,8,13.2288,21.8753
4,4,4,6.61853,10.9512
9,9,9,14.8983,24.6623
4,4,4,6.62588,10.9756
7,7,7,11.6028,19.2322
5,5,5,8.29189,13.7511
14,14,14,23.2337,38.5576
3,3,3,4.98217,8.27401
6,6,6,9.96841,16.5615
9,9,9,14.9621,24.8738
9,9,9,14.9715,24.9052
1,1,1,1.66429,2.76986
7,7,7,11.6579,19.4151
11,11,11,18.333,30.5546
7,7,7,11.6708,19.4583
9,9,9,15.0156,25.0519
9,9,9,15.0264,25.088
4,4,4,6.68148,11.1605
3,3,3,5.01513,8.38383
4,4,4,6.69007,11.1893
3,3,3,5.02095,8.40332
10,10,10,16.7439,28.0357
10,10,10,16.7549,28.0727
8,8,8,13.4123,22.4864
7,7,7,11.7416,19.695
9,9,9,15.1062,25.3552
9,9,9,15.1148,25.3841
9,9,9,15.1243,25.4162
9,9,9,15.1335,25.4471
4,4,4,6.72948,11.3215
4,4,4,6.73409,11.337
8,8,8,13.4773,22.7046
12,12,12,20.2273,34.0951
7,7,7,11.8071,19.9153
12,12,12,20.2495,34.1702
8,8,8,13.509,22.8118
9,9,9,15.2057,25.6904
8,8,8,13.5242,22.8631
10,10,10,16.9147,28.6107
7,7,7,11.847,20.0502
4,4,4,6.77335,11.4696
10,10,10,16.9459,28.7162
8,8,8,13.5636,22.9965
10,10,10,16.9658,28.7837
4,4,4,6.78996,11.5259
4,4,4,6.79419,11.5403
4,4,4,6.79862,11.5553
10,10,10,17.005,28.9169
14,14,14,23.8204,40.5295
9,9,9,15.3227,26.0871
9,9,9,15.3316,26.1176
8,8,8,13.6373,23.2472
11,11,11,18.7613,31.9988
4,4,4,6.82568,11.6475
