#class tools::histo::h1d
#title Edep
#dimension 1
#axis fixed 4000 0 4
#annotation axis_x.title 
#bin_number 4002
entries,Sw,Sw2,Sxw0,Sx2w0
8,8,8,13.6609,23.3276
6,6,6,10.2506,17.5126
8,8,8,13.6772,23.3833
3,3,3,5.13122,8.77646
7,7,7,11.9793,20.5004
4,4,4,6.84973,11.7297
9,9,9,15.4223,26.4275
7,7,7,12.0018,20.5777
9,9,9,15.4396,26.4868
6,6,6,10.2992,17.679
3,3,3,5.15257,8.84966
7,7,7,12.0297,20.6734
7,7,7,12.036,20.6951
9,9,9,15.4831,26.6362
11,11,11,18.9388,32.607
3,3,3,5.16741,8.9007
9,9,9,15.5122,26.7365
6,6,6,10.3467,17.8425
8,8,8,13.8049,23.8219
14,14,14,24.1748,41.7442
4,4,4,6.91011,11.9374
5,5,5,8.64326,14.9412
7,7,7,12.1053,20.934
8,8,8,13.8456,23.9627
11,11,11,19.0452,32.9745
5,5,5,8.66183,15.0055
8,8,8,13.8664,24.0345
11,11,11,19.0796,33.0937
10,10,10,17.3558,30.1225
6,6,6,10.4189,18.0924
9,9,9,15.6374,27.1698
7,7,7,12.1699,21.1581
4,4,4,6.95783,12.1028
10,10,10,17.4056,30.2953
16,16,16,27.8636,48.5237
3,3,3,5.22662,9.10584
7,7,7,12.2051,21.2805
4,4,4,6.97819,12.1738
7,7,7,12.2176,21.3243
4,4,4,6.98599,12.201
4,4,4,6.99019,12.2157
8,8,8,13.9874,24.4559
6,6,6,10.4976,18.3665
3,3,3,5.25148,9.19269
3,3,3,5.25435,9.20273
9,9,9,15.7725,27.6412
9,9,9,15.7826,27.6767
8,8,8,14.0359,24.626
3,3,3,5.26624,9.24443
7,7,7,12.2952,21.5959
4,4,4,7.031,12.3588
9,9,9,15.8255,27.8275
5,5,5,8.79693,15.4772
8,8,8,14.0847,24.7974
9,9,9,15.8547,27.9303
6,6,6,10.5754,18.6399
11,11,11,19.3994,34.2123
5,5,5,8.82212,15.566
6,6,6,10.593,18.7021
9,9,9,15.8979,28.0824
6,6,6,10.6062,18.7486
6,6,6,10.6099,18.7616
8,8,8,14.1557,25.0479
5,5,5,8.85256,15.6736
3,3,3,5.31434,9.41406
9,9,9,15.9531,28.2779
5,5,5,8.86816,15.7288
10,10,10,17.7464,31.4936
13,13,13,23.0817,40.982
10,10,10,17.7652,31.5602
4,4,4,7.10969,12.6369
9,9,9,16.0067,28.4682
10,10,10,17.794,31.6628
4,4,4,7.12146,12.6788
4,4,4,7.12675,12.6976
8,8,8,14.2607,25.4209
11,11,11,19.6182,34.9886
7,7,7,12.49,22.2856
6,6,6,10.7125,19.1262
9,9,9,16.0782,28.723
10,10,10,17.8759,31.9546
7,7,7,12.5192,22.39
4,4,4,7.15782,12.8086
5,5,5,8.95333,16.0324
9,9,9,16.123,28.8833
5,5,5,8.96241,16.065
3,3,3,5.38111,9.65211
7,7,7,12.561,22.5399
11,11,11,19.7513,35.4648
12,12,12,21.5565,38.7235
7,7,7,12.5826,22.6175
7,7,7,12.5908,22.6468
5,5,5,8.99697,16.1891
6,6,6,10.8022,19.4479
10,10,10,18.0141,32.4509
7,7,7,12.6176,22.7435
5,5,5,9.01628,16.2587
2,2,2,3.60943,6.514
6,6,6,10.8338,19.5617
8,8,8,14.4513,26.105
6,6,6,10.8448,19.6016
9,9,9,16.2764,29.4356
2,2,2,3.61891,6.54824
7,7,7,12.6746,22.9492
3,3,3,5.43455,9.84478
6,6,6,10.8737,19.7063
5,5,5,9.06702,16.4422
6,6,6,10.8876,19.7568
7,7,7,12.7084,23.0718
5,5,5,9.08289,16.4998
7,7,7,12.723,23.1249
6,6,6,10.9119,19.8448
2,2,2,3.63952,6.62304
5,5,5,9.10232,16.5705
3,3,3,5.46442,9.9533
4,4,4,7.28983,13.2854
7,7,7,12.7657,23.2803
5,5,5,9.12193,16.6419
2,2,2,3.65093,6.66464
7,7,7,12.7858,23.3536
5,5,5,9.13864,16.703
3,3,3,5.48634,10.0333
3,3,3,5.48882,10.0424
6,6,6,10.9833,20.1055
9,9,9,16.4843,30.1923
6,6,6,10.9949,20.148
5,5,5,9.16813,16.8109
5,5,5,9.17309,16.8291
8,8,8,14.6832,26.9494
8,8,8,14.6924,26.9833
3,3,3,5.51323,10.1319
4,4,4,7.35382,13.5197
4,4,4,7.3586,13.5372
6,6,6,11.0433,20.3256
5,5,5,9.20842,16.959
7,7,7,12.8983,23.7665
7,7,7,12.9033,23.785
5,5,5,9.22238,17.0105
4,4,4,7.3819,13.6231
3,3,3,5.5391,10.2272
5,5,5,9.23754,17.0664
3,3,3,5.54613,10.2532
7,7,7,12.9455,23.941
8,8,8,14.8028,27.3903
6,6,6,11.1085,20.5664
9,9,9,16.6728,30.8869
5,5,5,9.26746,17.1772
8,8,8,14.8365,27.5151
6,6,6,11.1321,20.6539
8,8,8,14.853,27.5766
5,5,5,9.28611,17.2464
9,9,9,16.7265,31.0863
5,5,5,9.29679,17.286
7,7,7,13.0229,24.2281
5,5,5,9.30754,17.3261
8,8,8,14.8982,27.7446
3,3,3,5.5895,10.4142
4,4,4,7.45787,13.9049
5,5,5,9.32716,17.3992
5,5,5,9.33355,17.423
3,3,3,5.60199,10.4608
6,6,6,11.2108,20.947
8,8,8,14.9568,27.9633
11,11,11,20.5772,38.4927
6,6,6,11.23,21.0187
0,0,0,0,0
8,8,8,14.9885,28.082
4,4,4,7.49746,14.053
8,8,8,15.0039,28.1396
7,7,7,13.1354,24.6484
0,0,0,0,0
8,8,8,15.0265,28.2243
9,9,9,16.9142,31.7877
4,4,4,7.5231,14.1493
8,8,8,15.0525,28.3222
10,10,10,18.8247,35.4371
6,6,6,11.2999,21.2814
3,3,3,5.65339,10.6536
3,3,3,5.65768,10.6698
3,3,3,5.66003,10.6787
2,2,2,3.77494,7.1251
10,10,10,18.8854,35.666
6,6,6,11.3373,21.4225
2,2,2,3.78081,7.14728
4,4,4,7.56671,14.3138
6,6,6,11.3546,21.488
9,9,9,17.0414,32.2678
3,3,3,5.68313,10.766
8,8,8,15.163,28.7397
10,10,10,18.965,35.967
11,11,11,20.8724,39.6051
6,6,6,11.3906,21.6244
10,10,10,18.9965,36.0865
3,3,3,5.70093,10.8335
9,9,9,17.1151,32.5475
8,8,8,15.2193,28.9534
4,4,4,7.61409,14.4936
7,7,7,13.3328,25.3947
4,4,4,7.62282,14.5269
6,6,6,11.4393,21.8097
3,3,3,5.72288,10.9171
7,7,7,13.3589,25.4942
4,4,4,7.63759,14.5832
5,5,5,9.55295,18.2518
3,3,3,5.73441,10.9611
3,3,3,5.7368,10.9703
3,3,3,5.74113,10.9869
6,6,6,11.4874,21.9935
5,5,5,9.57867,18.3502
7,7,7,13.4156,25.7113
4,4,4,7.66909,14.7037
8,8,8,15.3481,29.4457
9,9,9,17.2741,33.1548
6,6,6,11.5222,22.1269
10,10,10,19.2155,36.9237
5,5,5,9.61306,18.4822
6,6,6,11.541,22.1992
6,6,6,11.5477,22.225
7,7,7,13.4782,25.9518
6,6,6,11.5587,22.2674
4,4,4,7.7106,14.8633
2,2,2,3.85695,7.43804
5,5,5,9.64739,18.6144
2,2,2,3.86105,7.45387
4,4,4,7.72482,14.9182
5,5,5,9.66264,18.6733
3,3,3,5.80057,11.2155
4,4,4,7.73684,14.9647
6,6,6,11.6115,22.471
5,5,5,9.68219,18.749
6,6,6,11.6249,22.523
4,4,4,7.75402,15.0312
4,4,4,7.75772,15.0455
5,5,5,9.70271,18.8285
0,0,0,0,0
7,7,7,13.5966,26.4096
3,3,3,5.83124,11.3344
3,3,3,5.83358,11.3435
5,5,5,9.72801,18.9268
4,4,4,7.78651,15.1574
3,3,3,5.84188,11.3759
4,4,4,7.79386,15.1861
6,6,6,11.697,22.8033
6,6,6,11.7032,22.8274
6,6,6,11.7074,22.844
3,3,3,5.85841,11.4403
4,4,4,7.81368,15.2634
5,5,5,9.77284,19.1017
3,3,3,5.86642,11.4716
1,1,1,1.95608,3.82626
12,12,12,23.4896,45.9801
5,5,5,9.79193,19.1764
3,3,3,5.87811,11.5174
5,5,5,9.80355,19.2219
4,4,4,7.84622,15.3908
7,7,7,13.7358,26.9533
4,4,4,7.85415,15.4219
6,6,6,11.787,23.1556
4,4,4,7.86095,15.4486
6,6,6,11.7998,23.2057
3,3,3,5.9021,11.6116
7,7,7,13.7789,27.1227
3,3,3,5.90853,11.6369
6,6,6,11.8239,23.3008
5,5,5,9.85721,19.4329
5,5,5,9.86252,19.4539
9,9,9,17.7595,35.0444
4,4,4,7.89719,15.5914
6,6,6,11.8525,23.4135
6,6,6,11.8586,23.4376
4,4,4,7.90988,15.6415
4,4,4,7.91289,15.6535
5,5,5,9.89678,19.5892
7,7,7,13.8636,27.4572
3,3,3,5.94495,11.7808
9,9,9,17.842,35.3708
6,6,6,11.9001,23.6022
4,4,4,7.93759,15.7513
5,5,5,9.92795,19.7128
8,8,8,15.8904,31.5633
6,6,6,11.9255,23.7031
5,5,5,9.94265,19.7712
2,2,2,3.97924,7.91716
4,4,4,7.96139,15.8459
4,4,4,7.96569,15.8631
3,3,3,5.97703,11.9083
4,4,4,7.9743,15.8974
6,6,6,11.9668,23.8675
6,6,6,11.9738,23.8955
7,7,7,13.9767,27.9067
2,2,2,3.99514,7.98059
3,3,3,5.99502,11.9801
5,5,5,9.99805,19.9922
2,2,2,4.00158,8.00631
9,9,9,18.0142,36.0568
6,6,6,12.014,24.056
4,4,4,8.01518,16.0608
4,4,4,8.01746,16.0699
3,3,3,6.0167,12.0669
4,4,4,8.02653,16.1063
8,8,8,16.0599,32.24
3,3,3,6.02534,12.1016
5,5,5,10.0474,20.1899
9,9,9,18.0951,36.3813
2,2,2,4.02332,8.09354
7,7,7,14.0874,28.3507
8,8,8,16.108,32.4333
4,4,4,8.05845,16.2347
2,2,2,4.03109,8.12486
6,6,6,12.0985,24.3957
6,6,6,12.1047,24.4208
6,6,6,12.1113,24.4474
2,2,2,4.03926,8.15779
3,3,3,6.06243,12.251
3,3,3,6.0638,12.2566
6,6,6,12.1341,24.5393
7,7,7,14.1638,28.6589
4,4,4,8.09809,16.3948
3,3,3,6.07663,12.3085
2,2,2,4.05362,8.21593
5,5,5,10.1381,20.5562
4,4,4,8.11495,16.4631
2,2,2,4.05929,8.23894
5,5,5,10.1522,20.6135
5,5,5,10.1582,20.6379
1,1,1,2.03255,4.13125
5,5,5,10.1665,20.6715
1,1,1,2.03428,4.1383
4,4,4,8.14104,16.5691
4,4,4,8.14681,16.5926
4,4,4,8.14938,16.6031
8,8,8,16.3086,33.2463
9,9,9,18.3546,37.4322
4,4,4,8.16221,16.6554
7,7,7,14.2908,29.1753
7,7,7,14.2986,29.2072
5,5,5,10.2179,20.8812
3,3,3,6.13307,12.5382
4,4,4,8.18143,16.7339
0,0,0,0,0
5,5,5,10.2365,20.9572
5,5,5,10.2419,20.9793
10,10,10,20.4967,42.0115
3,3,3,6.1522,12.6165
1,1,1,2.05178,4.20982
5,5,5,10.2631,21.0661
10,10,10,20.5351,42.169
5,5,5,10.2726,21.1054
4,4,4,8.22247,16.9023
3,3,3,6.16969,12.6884
4,4,4,8.23004,16.9334
3,3,3,6.17535,12.7116
0,0,0,0,0
4,4,4,8.24226,16.9837
5,5,5,10.3076,21.2493
4,4,4,8.24991,17.0153
4,4,4,8.254,17.0321
7,7,7,14.4523,29.8382
3,3,3,6.19755,12.8032
4,4,4,8.26603,17.0818
7,7,7,14.4731,29.9245
4,4,4,8.27398,17.1147
3,3,3,6.20824,12.8474
3,3,3,6.21169,12.8617
3,3,3,6.21403,12.8714
6,6,6,12.4359,25.7753
1,1,1,2.07358,4.29974
5,5,5,10.3724,21.5172
0,0,0,0,0
6,6,6,12.4594,25.8729
2,2,2,4.15487,8.63148
6,6,6,12.4708,25.9203
2,2,2,4.15936,8.65012
6,6,6,12.4826,25.9692
5,5,5,10.4073,21.6622
6,6,6,12.4946,26.019
4,4,4,8.33455,17.3662
1,1,1,2.08427,4.34416
4,4,4,8.34134,17.3945
4,4,4,8.34424,17.4066
4,4,4,8.35051,17.4328
6,6,6,12.5315,26.173
4,4,4,8.35798,17.464
4,4,4,8.36239,17.4824
4,4,4,8.36597,17.4974
3,3,3,6.27745,13.1355
4,4,4,8.37307,17.5271
4,4,4,8.37812,17.5482
7,7,7,14.6675,30.7335
7,7,7,14.6764,30.7709
6,6,6,12.5847,26.3958
6,6,6,12.5909,26.4217
1,1,1,2.09974,4.40892
6,6,6,12.6038,26.4759
4,4,4,8.40646,17.6672
7,7,7,14.7173,30.9428
6,6,6,12.6206,26.5467
3,3,3,6.31362,13.2873
3,3,3,6.31627,13.2984
7,7,7,14.7449,31.0588
8,8,8,16.8598,35.5316
7,7,7,14.7602,31.1234
3,3,3,6.3287,13.3508
2,2,2,4.22104,8.90857
5,5,5,10.5578,22.2935
3,3,3,6.33773,13.389
2,2,2,4.22709,8.93414
3,3,3,6.34331,13.4125
1,1,1,2.11504,4.4734
3,3,3,6.34985,13.4402
3,3,3,6.35198,13.4492
4,4,4,8.47442,17.9539
4,4,4,8.47787,17.9686
5,5,5,10.6031,22.485
4,4,4,8.4855,18.0009
4,4,4,8.48934,18.0172
3,3,3,6.36986,13.5251
1,1,1,2.12441,4.51313
0,0,0,0,0
6,6,6,12.7599,27.136
3,3,3,6.38254,13.5789
5,5,5,10.6424,22.6523
6,6,6,12.776,27.2043
4,4,4,8.5223,18.1574
4,4,4,8.52633,18.1746
6,6,6,12.7955,27.2876
6,6,6,12.8024,27.317
2,2,2,4.26871,9.11096
6,6,6,12.8133,27.3636
5,5,5,10.6829,22.8248
7,7,7,14.9621,31.9806
2,2,2,4.27691,9.14597
3,3,3,6.41834,13.7317
3,3,3,6.42114,13.7437
3,3,3,6.42445,13.7578
2,2,2,4.28485,9.17996
5,5,5,10.7176,22.9732
7,7,7,15.0126,32.1968
3,3,3,6.43608,13.8077
5,5,5,10.7327,23.0381
5,5,5,10.7366,23.055
4,4,4,8.59404,18.4644
3,3,3,6.44901,13.8632
3,3,3,6.45146,13.8738
2,2,2,4.30376,9.26119
5,5,5,10.7621,23.1648
2,2,2,4.30666,9.27364
3,3,3,6.46346,13.9254
1,1,1,2.1559,4.64788
4,4,4,8.62593,18.6017
2,2,2,4.3146,9.3079
5,5,5,10.7928,23.2971
5,5,5,10.7975,23.3172
6,6,6,12.9629,28.0063
1,1,1,2.16156,4.67234
5,5,5,10.8122,23.3806
3,3,3,6.49116,14.0451
7,7,7,15.1522,32.7986
6,6,6,12.9928,28.1355
6,6,6,12.9993,28.1637
5,5,5,10.8386,23.4948
1,1,1,2.16811,4.70072
3,3,3,6.50903,14.1225
4,4,4,8.68126,18.8411
4,4,4,8.68684,18.8653
8,8,8,17.3801,37.7585
7,7,7,15.2146,33.0693
3,3,3,6.52257,14.1813
6,6,6,13.0541,28.4017
3,3,3,6.5302,14.2145
3,3,3,6.53233,14.2238
2,2,2,4.35691,9.49133
2,2,2,4.35859,9.49863
2,2,2,4.36021,9.50573
6,6,6,13.0885,28.5513
4,4,4,8.73051,19.0554
2,2,2,4.36721,9.53626
6,6,6,13.1072,28.6331
2,2,2,4.37157,9.55531
7,7,7,15.3042,33.4597
3,3,3,6.56244,14.3552
4,4,4,8.75319,19.1546
8,8,8,17.5163,38.3525
3,3,3,6.57094,14.3924
3,3,3,6.57345,14.4034
2,2,2,4.38466,9.61261
4,4,4,8.77399,19.2457
2,2,2,4.3885,9.62948
4,4,4,8.78166,19.2794
4,4,4,8.78628,19.2997
4,4,4,8.79045,19.318
6,6,6,13.1916,29.0029
6,6,6,13.1974,29.0285
3,3,3,6.60092,14.524
6,6,6,13.2084,29.0769
6,6,6,13.2153,29.1074
0,0,0,0,0
6,6,6,13.2274,29.1607
2,2,2,4.41054,9.72645
4,4,4,8.82554,19.4725
0,0,0,0,0
3,3,3,6.62587,14.634
2,2,2,4.4191,9.76424
1,1,1,2.21038,4.88577
3,3,3,6.6335,14.6678
2,2,2,4.42551,9.79259
4,4,4,8.85392,19.598
1,1,1,2.21416,4.90249
5,5,5,11.0775,24.5424
1,1,1,2.21699,4.91505
3,3,3,6.65245,14.7517
1,1,1,2.21892,4.9236
1,1,1,2.21993,4.9281
3,3,3,6.661,14.7896
3,3,3,6.6649,14.8069
4,4,4,8.89,19.758
4,4,4,8.89335,19.7729
4,4,4,8.8973,19.7905
5,5,5,11.1268,24.7613
1,1,1,2.22696,4.95935
1,1,1,2.22726,4.96068
7,7,7,15.5989,34.7609
1,1,1,2.22985,4.97223
4,4,4,8.92124,19.8971
1,1,1,2.23173,4.98061
5,5,5,11.1632,24.9232
3,3,3,6.70129,14.9691
1,1,1,2.23454,4.99316
1,1,1,2.23528,4.99648
2,2,2,4.47258,10.002
4,4,4,8.94924,20.0222
2,2,2,4.47704,10.022
3,3,3,6.71909,15.0487
2,2,2,4.48129,10.041
5,5,5,11.209,25.1284
3,3,3,6.72769,15.0873
10,10,10,22.4336,50.3267
3,3,3,6.73372,15.1143
3,3,3,6.73627,15.1258
0,0,0,0,0
2,2,2,4.49558,10.1051
6,6,6,13.4904,30.3319
3,3,3,6.74746,15.1761
3,3,3,6.75118,15.1928
4,4,4,9.00574,20.2759
2,2,2,4.5051,10.148
3,3,3,6.76007,15.2328
3,3,3,6.7635,15.2483
9,9,9,20.2999,45.7875
4,4,4,9.02597,20.367
7,7,7,15.8024,35.6738
2,2,2,4.51755,10.2041
3,3,3,6.77849,15.316
1,1,1,2.26086,5.11147
7,7,7,15.8306,35.8012
5,5,5,11.3131,25.597
1,1,1,2.26376,5.12462
3,3,3,6.79372,15.3849
1,1,1,2.26523,5.13126
4,4,4,9.06639,20.5499
1,1,1,2.26716,5.14001
3,3,3,6.80566,15.439
1,1,1,2.2695,5.15062
3,3,3,6.8117,15.4664
0,0,0,0,0
2,2,2,4.54466,10.327
5,5,5,11.3676,25.8445
2,2,2,4.54968,10.3498
4,4,4,9.10244,20.7136
1,1,1,2.27604,5.18037
1,1,1,2.27766,5.18772
3,3,3,6.83458,15.5705
2,2,2,4.55823,10.3887
3,3,3,6.84109,15.6002
1,1,1,2.28124,5.20408
3,3,3,6.84754,15.6296
2,2,2,4.56738,10.4305
2,2,2,4.5687,10.4365
0,0,0,0,0
4,4,4,9.14695,20.9167
6,6,6,13.724,31.3912
5,5,5,11.4438,26.1919
3,3,3,6.86856,15.7257
2,2,2,4.58071,10.4915
2,2,2,4.58365,10.5049
1,1,1,2.29242,5.2552
4,4,4,9.17417,21.0413
4,4,4,9.17864,21.0619
1,1,1,2.29595,5.27138
6,6,6,13.78,31.648
1,1,1,2.29736,5.27786
0,0,0,0,0
5,5,5,11.496,26.4318
6,6,6,13.8038,31.7576
4,4,4,9.20605,21.1878
7,7,7,16.1172,37.1091
2,2,2,4.60743,10.6142
4,4,4,9.21813,21.2435
3,3,3,6.91689,15.9478
6,6,6,13.8392,31.9205
1,1,1,2.30738,5.32399
3,3,3,6.92606,15.9901
4,4,4,9.23805,21.3354
2,2,2,4.6211,10.6773
5,5,5,11.558,26.7173
0,0,0,0,0
4,4,4,9.25385,21.4084
2,2,2,4.62907,10.7141
2,2,2,4.63109,10.7235
5,5,5,11.5813,26.8254
5,5,5,11.5862,26.848
2,2,2,4.63682,10.75
3,3,3,6.95811,16.1384
5,5,5,11.6022,26.9221
4,4,4,9.28506,21.5531
1,1,1,2.32273,5.39509
3,3,3,6.96974,16.1924
2,2,2,4.64987,10.8106
3,3,3,6.97601,16.2216
2,2,2,4.6525,10.8229
0,0,0,0,0
3,3,3,6.98571,16.2667
3,3,3,6.98828,16.2787
2,2,2,4.661,10.8624
8,8,8,18.6523,43.4886
5,5,5,11.6633,27.2066
3,3,3,7.00098,16.3379
3,3,3,7.00325,16.3485
2,2,2,4.67098,10.909
3,3,3,7.00994,16.3797
0,0,0,0,0
4,4,4,9.35431,21.8758
2,2,2,4.67899,10.9465
2,2,2,4.68098,10.9558
5,5,5,11.7061,27.4068
2,2,2,4.68513,10.9752
2,2,2,4.68708,10.9844
3,3,3,7.03356,16.4903
6,6,6,14.0739,33.0126
5,5,5,11.7321,27.5285
2,2,2,4.69476,11.0204
5,5,5,11.7439,27.5837
1,1,1,2.34976,5.52139
5,5,5,11.7531,27.6273
1,1,1,2.35113,5.52779
0,0,0,0,0
4,4,4,9.41474,22.1593
4,4,4,9.41844,22.1767
4,4,4,9.42279,22.1973
4,4,4,9.42618,22.2132
1,1,1,2.35736,5.55715
6,6,6,14.1503,33.372
3,3,3,7.07795,16.6991
2,2,2,4.72088,11.1434
4,4,4,9.44668,22.3099
4,4,4,9.45065,22.3287
1,1,1,2.36358,5.58651
6,6,6,14.187,33.5451
6,6,6,14.1933,33.5748
7,7,7,16.564,39.1952
5,5,5,11.8374,28.0247
6,6,6,14.2098,33.6532
1,1,1,2.36983,5.6161
2,2,2,4.74082,11.2377
2,2,2,4.74249,11.2456
2,2,2,4.7451,11.258
4,4,4,9.49426,22.5353
3,3,3,7.1241,16.9176
4,4,4,9.50338,22.5785
4,4,4,9.50609,22.5915
5,5,5,11.8874,28.262
4,4,4,9.51308,22.6247
5,5,5,11.898,28.3124
2,2,2,4.76163,11.3366
2,2,2,4.76284,11.3423
1,1,1,2.38245,5.67608
2,2,2,4.76675,11.3609
3,3,3,7.15306,17.0554
2,2,2,4.77081,11.3803
3,3,3,7.1603,17.09
3,3,3,7.16159,17.0961
1,1,1,2.38839,5.70439
2,2,2,4.77898,11.4193
2,2,2,4.78148,11.4313
8,8,8,19.132,45.7544
2,2,2,4.7847,11.4467
4,4,4,9.57511,22.9207
3,3,3,7.18349,17.2008
1,1,1,2.39512,5.7366
0,0,0,0,0
2,2,2,4.79568,11.4993
3,3,3,7.19474,17.2547
4,4,4,9.5983,23.0318
1,1,1,2.40028,5.76132
2,2,2,4.80383,11.5384
3,3,3,7.20828,17.3198
2,2,2,4.80671,11.5523
3,3,3,7.21317,17.3433
2,2,2,4.81059,11.5709
3,3,3,7.21923,17.3724
4,4,4,9.6295,23.1818
1,1,1,2.409,5.80328
3,3,3,7.22817,17.4155
3,3,3,7.23196,17.4338
3,3,3,7.23457,17.4463
2,2,2,4.82463,11.6385
1,1,1,2.41308,5.82295
1,1,1,2.41464,5.8305
0,0,0,0,0
4,4,4,9.66643,23.36
4,4,4,9.67042,23.3793
0,0,0,0,0
1,1,1,2.41978,5.85533
5,5,5,12.1025,29.2942
1,1,1,2.42114,5.86194
2,2,2,4.84475,11.7358
3,3,3,7.26981,17.6167
1,1,1,2.42403,5.87592
3,3,3,7.27634,17.6484
5,5,5,12.1323,29.4387
3,3,3,7.28279,17.6797
1,1,1,2.42841,5.89718
9,9,9,21.8646,53.118
4,4,4,9.7209,23.624
2,2,2,4.86278,11.8233
2,2,2,4.86492,11.8337
4,4,4,9.73435,23.6894
1,1,1,2.43479,5.92818
2,2,2,4.87112,11.8639
3,3,3,7.3099,17.8115
2,2,2,4.87505,11.8831
3,3,3,7.31554,17.839
2,2,2,4.87892,11.9019
3,3,3,7.32054,17.8634
6,6,6,14.6485,35.7631
2,2,2,4.88564,11.9347
2,2,2,4.88643,11.9386
5,5,5,12.2224,29.8772
2,2,2,4.89067,11.9593
3,3,3,7.33983,17.9577
2,2,2,4.89496,11.9803
2,2,2,4.89704,11.9905
3,3,3,7.34927,18.0039
1,1,1,2.45065,6.00568
2,2,2,4.90364,12.0228
2,2,2,4.90466,12.0278
4,4,4,9.81357,24.0766
6,6,6,14.7266,36.1454
4,4,4,9.82108,24.1134
4,4,4,9.82537,24.1345
3,3,3,7.37207,18.1158
1,1,1,2.45877,6.04554
1,1,1,2.4591,6.04718
3,3,3,7.38148,18.1621
1,1,1,2.46197,6.06129
3,3,3,7.3881,18.1947
0,0,0,0,0
2,2,2,4.92906,12.1478
2,2,2,4.93099,12.1573
2,2,2,4.93302,12.1673
1,1,1,2.46728,6.08749
2,2,2,4.93667,12.1854
1,1,1,2.46924,6.09715
0,0,0,0,0
3,3,3,7.41491,18.327
3,3,3,7.41669,18.3358
1,1,1,2.47381,6.11974
2,2,2,4.94902,12.2464
7,7,7,17.3289,42.8987
1,1,1,2.47695,6.13526
0,0,0,0,0
4,4,4,9.91436,24.5736
4,4,4,9.91834,24.5933
1,1,1,2.48039,6.15235
3,3,3,7.44499,18.476
4,4,4,9.93039,24.6532
1,1,1,2.48331,6.16681
4,4,4,9.93855,24.6937
2,2,2,4.97114,12.3561
3,3,3,7.45888,18.545
5,5,5,12.438,30.9406
3,3,3,7.46633,18.582
4,4,4,9.95809,24.7909
1,1,1,2.49098,6.20498
0,0,0,0,0
3,3,3,7.47797,18.64
3,3,3,7.47984,18.6494
4,4,4,9.97757,24.888
2,2,2,4.99075,12.4538
5,5,5,12.4832,31.1661
2,2,2,4.99444,12.4722
5,5,5,12.4916,31.2081
5,5,5,12.4977,31.2383
1,1,1,2.50038,6.25191
3,3,3,7.50525,18.7763
5,5,5,12.5127,31.3133
2,2,2,5.00753,12.5377
3,3,3,7.51316,18.8159
4,4,4,10.0229,25.1145
4,4,4,10.0258,25.1293
1,1,1,2.50734,6.28677
2,2,2,5.01677,12.584
4,4,4,10.0379,25.1899
1,1,1,2.51032,6.30173
0,0,0,0,0
3,3,3,7.53815,18.9412
3,3,3,7.54119,18.9565
0,0,0,0,0
1,1,1,2.51533,6.3269
1,1,1,2.51613,6.33093
4,4,4,10.0707,25.3548
0,0,0,0,0
4,4,4,10.0785,25.394
1,1,1,2.52045,6.35269
4,4,4,10.0855,25.4291
2,2,2,5.04462,12.7241
3,3,3,7.56986,19.1009
0,0,0,0,0
4,4,4,10.1021,25.5129
6,6,6,15.1587,38.2979
4,4,4,10.1103,25.5544
2,2,2,5.05698,12.7865
3,3,3,7.58873,19.1963
4,4,4,10.1216,25.6119
2,2,2,5.06356,12.8198
3,3,3,7.59774,19.2419
1,1,1,2.53396,6.42094
1,1,1,2.53464,6.42438
3,3,3,7.60556,19.2815
3,3,3,7.60883,19.2981
2,2,2,5.07562,12.881
0,0,0,0,0
3,3,3,7.6184,19.3467
3,3,3,7.62046,19.3571
4,4,4,10.1658,25.8356
4,4,4,10.169,25.8519
2,2,2,5.08766,12.9422
3,3,3,7.63323,19.4221
4,4,4,10.1813,25.9148
5,5,5,12.7323,32.4221
1,1,1,2.54783,6.49146
3,3,3,7.64532,19.4837
2,2,2,5.09893,12.9996
1,1,1,2.55079,6.50652
2,2,2,5.10222,13.0163
1,1,1,2.55238,6.51465
1,1,1,2.55325,6.5191
3,3,3,7.66464,19.5822
1,1,1,2.55531,6.52959
1,1,1,2.55654,6.53591
3,3,3,7.67271,19.6235
1,1,1,2.5583,6.54492
2,2,2,5.11904,13.1023
1,1,1,2.56083,6.55786
2,2,2,5.1231,13.1231
4,4,4,10.2509,26.2704
2,2,2,5.12776,13.147
1,1,1,2.56441,6.57618
2,2,2,5.13056,13.1613
2,2,2,5.13263,13.1719
2,2,2,5.13561,13.1873
6,6,6,15.4088,39.5721
4,4,4,10.2785,26.4118
1,1,1,2.57084,6.60924
4,4,4,10.2859,26.4497
4,4,4,10.2905,26.4734
1,1,1,2.57352,6.62302
1,1,1,2.57454,6.62823
0,0,0,0,0
3,3,3,7.72965,19.9158
1,1,1,2.57789,6.6455
5,5,5,12.8924,33.2426
2,2,2,5.15815,13.3032
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
1,1,1,2.58312,6.67252
1,1,1,2.5849,6.68171
2,2,2,5.17093,13.3693
3,3,3,7.75994,20.0722
2,2,2,5.17521,13.3914
0,0,0,0,0
4,4,4,10.3578,26.8213
0,0,0,0,0
2,2,2,5.18331,13.4334
2,2,2,5.18521,13.4432
2,2,2,5.18701,13.4525
3,3,3,7.78413,20.1976
2,2,2,5.19171,13.4769
